9109 STARBOARD RD NW,Albuquerque,NM,87121,,44
6004 STAUBACH AV NW,Albuquerque,NM,87120,,45
6400 SUNRAY CT NW,Albuquerque,NM,87120,,46
5609 WAYNE RD NW,Albuquerque,NM,87120,,47
104 WESTCOURT PL NW,Albuquerque,NM,87105,,48
2439 WEXFORD ST NW,Albuquerque,NM,87120,,49
319 Alcazar St NE,Albuquerque,NM,87108,,50
325 Alcazar St NE,Albuquerque,NM,87108,,51
428 Arizona St NE,Albuquerque,NM,87108,,52
432 Arizona St NE,Albuquerque,NM,87108,,53
500 Arizona St SE,Albuquerque,NM,87108,,54
7936 Bell Ave SE,Albuquerque,NM,87108,,55
332 Bell Park Cir SE,Albuquerque,NM,87108,,56
737 California SE,Albuquerque,NM,87108,,57
8415 Central Ave NE,Albuquerque,NM,87108,,58
624 Chama St SE,Albuquerque,NM,87108,,59
534 Charleston St SE,Albuquerque,NM,87108,,60
622 Charleston St NE,Albuquerque,NM,87108,,61
336 Charleston St NE,Albuquerque,NM,87108,,62
115 Charleston St SE,Albuquerque,NM,87108,,63
6720 Cochiti Rd SE,Albuquerque,NM,87108,,64
217 Conchas St NE,Albuquerque,NM,87123,,65
1008 Dakota St NE,Albuquerque,NM,87108,,66
217 Dallas St NE,Albuquerque,NM,87108,,67
600 Dallas St NE,Albuquerque,NM,87108,,68
631 Dallas St NE,Albuquerque,NM,87108,,69
300 Erbbe St NE,Albuquerque,NM,87123,,70
400 Erbbe St NE,Albuquerque,NM,87123,,71
640 Espanola St SE,Albuquerque,NM,87108,,72
242 Espanola St NE,Albuquerque,NM,87108,,73
301 Espanola St NE,Albuquerque,NM,87108,,74
247 Espanola St NE,Albuquerque,NM,87108,,75
410 Espanola St NE,Albuquerque,NM,87108,,76
113 Eubank Blvd NE,Albuquerque,NM,87123,,77
1132 Florida St SE,Albuquerque,NM,87108,,78
1104 Florida St SE,Albuquerque,NM,87108,,79
737 Florida St SE,Albuquerque,NM,87108,,80
201 General Chennault St NE,Albuquerque,NM,87123,,81
336 General Patch St NE,Albuquerque,NM,87123,,82
233 General Somervell St NE,Albuquerque,NM,87123,,83
1017 Georgia St SE,Albuquerque,NM,87108,,84
909 Georgia St SE,Albuquerque,NM,87108,,85
808 Kentucky St SE,Albuquerque,NM,87108,,86
516 Kentucky St SE,Albuquerque,NM,87108,,87
1133 Louisiana Blvd SE,Albuquerque,NM,87108,,88
925 Louisiana Blvd SE,Albuquerque,NM,87108,,89
600 Mesilla St SE,Albuquerque,NM,87108,,90
400 Mesilla St SE,Albuquerque,NM,87108,,91
404 Mesilla St SE,Albuquerque,NM,87108,,92
525 Mesilla St SE,Albuquerque,NM,87108,,93
536 Mesilla St SE,Albuquerque,NM,87108,,94
321 Mesilla St NE,Albuquerque,NM,87108,,95
318 Mesilla St NE,Albuquerque,NM,87108,,96
415 Pennsylvania St SE,Albuquerque,NM,87108,,97
325 Pennsylvania St NE,Albuquerque,NM,87108,,98
237 Pennsylvania St NE,Albuquerque,NM,87108,,99
625 Pennsylvania St SE,Albuquerque,NM,87108,,100
329 Pennsylvania St NE,Albuquerque,NM,87108,,101
223 Rhode Island St NE,Albuquerque,NM,87108,,102
424 Rhode Island St NE,Albuquerque,NM,87108,,103
212 Shawnee Ct SE,Albuquerque,NM,87108,,104
520 Tennessee St NE,Albuquerque,NM,87108,,105
433 Tennessee St SE,Albuquerque,NM,87108,,106
247 Texas St NE,Albuquerque,NM,87108,,107
428 Texas St SE,Albuquerque,NM,87108,,108
540 Vermont St NE,Albuquerque,NM,87108,,109
1021 Virginia St NE,Albuquerque,NM,87108,,110
237 Virginia St NE,Albuquerque,NM,87108,,111
225 Virginia St NE,Albuquerque,NM,87108,,112
205 Virginia St NE,Albuquerque,NM,87108,,113
447 Wisconsin St NE,Albuquerque,NM,87108,,114
146 Wisconsin St NE,Albuquerque,NM,87108,,115
128 Wisconsin St NE,Albuquerque,NM,87108,,116
132 Wisconsin St NE,Albuquerque,NM,87108,,117
8302 Zuni Rd SE,Albuquerque,NM,87108,,118
2634 QUINCY ST NE,ALBUQUERQUE,NM,,,1
9143 RIO GALISTEO PL NW,ALBUQUERQUE,NM,,,2
4608 SPRING VALLEY CIR SW,ALBUQUERQUE,NM,,,3
224 TRUMBULL SE,ALBUQUERQUE,NM,,,4
7605 WELLS FARGO NW,ALBUQUERQUE,NM,,,5
140 CONCHAS ST NE A,ALBUQUERQUE,NM,,,6
2805 GLENWOOD DR NW,ALBUQUERQUE,NM,,,7
7055 TOMBSTONE RD NW,ALBUQUERQUE,NM,,,8
739 AVANTI ST SW,ALBUQUERQUE,NM,,,9
7915 HAVENWOOD CT NW,ALBUQUERQUE,NM,,,10
1919 RAYO DEL SOL DR SW,ALBUQUERQUE,NM,,,11
2905 TOPEKA ST SE,ALBUQUERQUE,NM,,,12
705 72ND ST NW,ALBUQUERQUE,NM,,,13
8905 LIBERTY NE,ALBUQUERQUE,NM,,,14
345 DESCANSO RD SE,ALBUQUERQUE,NM,,,15
11004 CASCADA AZUL PL NW,ALBUQUERQUE,NM,,,16
11023 PARK NORTH AV NW,ALBUQUERQUE,NM,,,17
462 61ST ST NW,ALBUQUERQUE,NM,,,18
5900 GONZALES RD SW,ALBUQUERQUE,NM,,,19
10748 WALNUT CANYON RD SW,ALBUQUERQUE,NM,,,20
919 CHUCKAR DR SW,ALBUQUERQUE,NM,,,21
9315 COOK RANCH PL SW,ALBUQUERQUE,NM,,,22
2316 MAIDEN GRASS RD NW,ALBUQUERQUE,NM,,,23
1638 ROLLING ROCK PL SW,ALBUQUERQUE,NM,,,24
717 D CANDELARIA RD NW,ALBUQUERQUE,NM,,,25
1836 KENTUCKY ST NE,ALBUQUERQUE,NM,,,26
1524 MOON ST NE,ALBUQUERQUE,NM,,,27
2531 ANGEL DR NW,ALBUQUERQUE,NM,,,28
4113 COMANCHE RD NE,ALBUQUERQUE,NM,,,29
10612 PASO FINO PL SW,ALBUQUERQUE,NM,,,30
7209 ARENOSO PL NW,ALBUQUERQUE,NM,,,31
528 COLE SPRINGS DR SW,ALBUQUERQUE,NM,,,32
6804 FRESCA CT NW,ALBUQUERQUE,NM,,,33
941 PALOMAS DR SE,ALBUQUERQUE,NM,,,34
8409 RANCHO COLINA NW,ALBUQUERQUE,NM,,,35
7300 CRIPPLE CREEK RD NW,ALBUQUERQUE,NM,,,36
4101 65TH ST NW,ALBUQUERQUE,NM,,,37
1017 LYNCH CT NW,ALBUQUERQUE,NM,,,38
3312 RIO LINDA DR SW,ALBUQUERQUE,NM,,,39
1100 ALVARADO SE 114,ALBUQUERQUE,NM,,,40
7312 BRECKENRIDGE RD NW,ALBUQUERQUE,NM,,,41
11213 CHICO RD NE,ALBUQUERQUE,NM,,,42
6035 DEL CAMPO PL NE,ALBUQUERQUE,NM,,,43
9309 HALYARD RD NW,ALBUQUERQUE,NM,,,44
752 LIBBY AVE SW,ALBUQUERQUE,NM,,,45
6205 ARVILLA AVE NE,ALBUQUERQUE,NM,,,46
1009 TONY SANCHEZ DR SE,ALBUQUERQUE,NM,,,47
8416 MAGENTA RD NW,ALBUQUERQUE,NM,,,48
5606 CREGGS ST NW,ALBUQUERQUE,NM,,,49
2929 CABRAL TRL SW,ALBUQUERQUE,NM,,,50
3312 GRASSY CT SW,ALBUQUERQUE,NM,,,51
8225 LEO PL NE,ALBUQUERQUE,NM,,,52
9115 ANACAPA AVE NW,ALBUQUERQUE,NM,,,53
4409 TRES VISTAS RD NW,ALBUQUERQUE,NM,,,54
6205 PALMA PL NW,ALBUQUERQUE,NM,,,55
8306 CALLE ENSUENO NW,ALBUQUERQUE,NM,,,56
313 CONCHAS ST NE,ALBUQUERQUE,NM,,,57
5605 IRVING BLVD NW,ALBUQUERQUE,NM,,,58
1717 KENTUCKY ST NE,ALBUQUERQUE,NM,,,59
11213 MORRIS PL NE,ALBUQUERQUE,NM,,,60
617 SANDLER DR NE,ALBUQUERQUE,NM,,,61
3909 SIMMS AVE SE,ALBUQUERQUE,NM,,,62
7008 HAWKWATCH RD NW,ALBUQUERQUE,NM,,,63
3900 RANCHO CENTRO NW,ALBUQUERQUE,NM,,,64
312 ALTEZ ST NE,ALBUQUERQUE,NM,,,65
10315 CALLE DICHOSO CT NW,ALBUQUERQUE,NM,,,66
4815 CHEROKEE RD NE,ALBUQUERQUE,NM,,,67
4801 IRVING BLVD NW #5002,ALBUQUERQUE,NM,,,68
620 13TH ST NW,ALBUQUERQUE,NM,,,69
9105 BLUE MEADOW TRAIL SW,ALBUQUERQUE,NM,,,70
1912 SAINT ST NE,ALBUQUERQUE,NM,,,71
3828 TULANE DR NE,ALBUQUERQUE,NM,,,72
9523 AKUTAN CT NW,ALBUQUERQUE,NM,,,73
120 CALLE OLAS ALTOS NE,ALBUQUERQUE,NM,,,74
7527 DIXON RD SE,ALBUQUERQUE,NM,,,75
1417 GERALD AVE SE,ALBUQUERQUE,NM,,,76
804 SANDY DR NW,ALBUQUERQUE,NM,,,77
424 TULANE DR SE,ALBUQUERQUE,NM,,,78
9401 ACADEMY HILL DR NE,ALBUQUERQUE,NM,,,79
8416 HILTON AVE NE #4A,ALBUQUERQUE,NM,,,80
7801 CREPE MYRTLE RD SW,ALBUQUERQUE,NM,,,81
1136 DEL MASTRO DR SW,ALBUQUERQUE,NM,,,82
304 DOLORES DR SW,ALBUQUERQUE,NM,,,83
9300 HALYARD RD NW,ALBUQUERQUE,NM,,,84
1529 ALAMO AV SE,ALBUQUERQUE,NM,,,85
11634 CANDELARIA RD NE,ALBUQUERQUE,NM,,,86
7108 CINDY DR NE,ALBUQUERQUE,NM,,,87
6420 COLLEEN AVE NE,ALBUQUERQUE,NM,,,88
805 FITZGERALD RD NW,ALBUQUERQUE,NM,,,89
5200 GABLE ST NW,ALBUQUERQUE,NM,,,90
1213 LUTHY CIR NE,ALBUQUERQUE,NM,,,91
4915 PARSIFAL ST NE,ALBUQUERQUE,NM,,,92
2909 PRENDA DE ORO NW,ALBUQUERQUE,NM,,,93
7504 SCOTTS PL NE,ALBUQUERQUE,NM,,,94
147 ESPEJO ST NE,ALBUQUERQUE,NM,,,95
8209 VISTA ESTRELLA LA SW,ALBUQUERQUE,NM,,,96
10632 MEGAFAUNA RD SW,ALBUQUERQUE,NM,,,97
3201 LA VETA DR NE,ALBUQUERQUE,NM,,,98
9923 AMIGANTE DR NE,ALBUQUERQUE,NM,,,99
9421 ARVILLA AV NE,ALBUQUERQUE,NM,,,100
5508 CARMELITA DR NE,ALBUQUERQUE,NM,,,101
3210 KIRKS CT NW,ALBUQUERQUE,NM,,,102
11028 MARAVILLAS DR NW,ALBUQUERQUE,NM,,,103
430 RICHMOND PL NE,ALBUQUERQUE,NM,,,104
3322 SHEPARD PL NE,ALBUQUERQUE,NM,,,105
7520 CERROS PL NW,ALBUQUERQUE,NM,,,106
309 DELAMAR AVE NW,ALBUQUERQUE,NM,,,107
514 GIRARD BLVD SE,ALBUQUERQUE,NM,,,108
2201 MARIE PL NW,ALBUQUERQUE,NM,,,109
221 NATALIE AV NW,ALBUQUERQUE,NM,,,110
10800 SLUMBER CT NW,ALBUQUERQUE,NM,,,111
5523 INDIAN SCHOOL RD NE,ALBUQUERQUE,NM,,,112
4102 5TH ST NW,ALBUQUERQUE,NM,,,113
9109 CASCAJO NE,ALBUQUERQUE,NM,,,114
8500 CHAMBERS NE,ALBUQUERQUE,NM,,,115
609 GEORGIA ST SE,ALBUQUERQUE,NM,,,116
10215 GUTIERREZ NE,ALBUQUERQUE,NM,,,117
2941 MORNINGSIDE DR NE,ALBUQUERQUE,NM,,,118
3825 SAN MARCOS PL NE,ALBUQUERQUE,NM,,,119
7200 SAN FRANCISCO RD NE,ALBUQUERQUE,NM,,,120
2823 SOL DE VIDA NW,ALBUQUERQUE,NM,,,121
6121 ZIMMERMAN AV NE,ALBUQUERQUE,NM,,,122
908 FINCH DR SW,ALBUQUERQUE,NM,,,123
8128 FLORENCE NE,ALBUQUERQUE,NM,,,124
7400 MESQUITE WOOD DR NW,ALBUQUERQUE,NM,,,125
1322 OJO SARCO ST SW,ALBUQUERQUE,NM,,,126
4609 ALMERIA DR NW,ALBUQUERQUE,NM,,,127
623 DESERT RD SW,ALBUQUERQUE,NM,,,128
7309 TOME CT NW,ALBUQUERQUE,NM,,,129
9133 CORDOVA AV NE,ALBUQUERQUE,NM,,,130
2531 GHOST RANCH ST SW,ALBUQUERQUE,NM,,,131
1134 GRETTA ST NE,ALBUQUERQUE,NM,,,132
1744 RAYO DEL SOL DR SW,ALBUQUERQUE,NM,,,133
2423 DORA AV NW,ALBUQUERQUE,NM,,,134
11237 CAMPO DEL SOL AV NE,ALBUQUERQUE,NM,,,135
6621 RENEE AVE NE,ALBUQUERQUE,NM,,,136
3519 ROSS AV SE,ALBUQUERQUE,NM,,,137
11014 SNOW HEIGHTS BLVD NE,ALBUQUERQUE,NM,,,138
10730 STONE HEDGE CT NW,ALBUQUERQUE,NM,,,139
6116 TORREON NE,ALBUQUERQUE,NM,,,140
709 JACONITA PL SW,ALBUQUERQUE,NM,,,141
10901 BANDELIER DR NW,ALBUQUERQUE,NM,,,142
6009 BEARGRASS CT NE,ALBUQUERQUE,NM,,,143
10805 CORONA RANCH RD SW,ALBUQUERQUE,NM,,,144
4632 HOMESTEAD TRL NW,ALBUQUERQUE,NM,,,145
2617 MARY ELLEN ST NE,ALBUQUERQUE,NM,,,146
1912 SAINT ST NE,ALBUQUERQUE,NM,,,147
6332 ESTHER AVE NE,ALBUQUERQUE,NM,,,148
7412 GALLINAS AV NE,ALBUQUERQUE,NM,,,149
11008 INDIAN SCHOOL RD NE,ALBUQUERQUE,NM,,,150
2903 MCKINNON WY SW,ALBUQUERQUE,NM,,,151
518 CHAMA ST SE,ALBUQUERQUE,NM,,,152
1405 SAN CARLOS DR SW 6,ALBUQUERQUE,NM,,,153
1716 SAUZA DR SW,ALBUQUERQUE,NM,,,154
519 ST JAMES PL SW,ALBUQUERQUE,NM,,,155
8401 BAY MARE AVE SW,ALBUQUERQUE,NM,,,156
10427 VALTIERRA PL SW,ALBUQUERQUE,NM,,,157
10504 BITTER CREEK DR NW,ALBUQUERQUE,NM,,,158
8616 RUSHING BROOK AVE SW,ALBUQUERQUE,NM,,,159
1336 MICHELLE ST SW,ALBUQUERQUE,NM,,,160
2907 MCKINNON WAY SW,ALBUQUERQUE,NM,,,161
6705 TIERRA MADRE CT NW,ALBUQUERQUE,NM,,,162
10505 CONSTITUTION AV NE,ALBUQUERQUE,NM,,,163
509 WHISPERING ST SW,ALBUQUERQUE,NM,,,164
1905 ARNO ST SE,ALBUQUERQUE,NM,,,165
1209 LA POBLANA NW,ALBUQUERQUE,NM,,,166
2626 MANZANO ST NE,ALBUQUERQUE,NM,,,167
10512 SECRET OASIS AVE SW,ALBUQUERQUE,NM,,,168
7804 SILVERBERRY RD SW,ALBUQUERQUE,NM,,,169
2708 WISCONSIN ST NE,ALBUQUERQUE,NM,,,170
1324 BOATRIGHT DR NE,ALBUQUERQUE,NM,,,171
8320 CHERRY HILLS DR NE,ALBUQUERQUE,NM,,,172
7227 CHICKADEE LA NE,ALBUQUERQUE,NM,,,173
5600 AMIGO WAY NE,ALBUQUERQUE,NM,,,174
8907 CORDOVA AV NE,ALBUQUERQUE,NM,,,175
10414 DEL HAVEN ST SW,ALBUQUERQUE,NM,,,176
7404 MALAGA DR NE,ALBUQUERQUE,NM,,,177
3801 MARY ELLEN CT NE,ALBUQUERQUE,NM,,,178
752 LIBBY AV SW,ALBUQUERQUE,NM,,,179
3422 Morningside NE,Albuquerque,NM,87110,,1
2008 Walter St SE,Albuquerque,NM,87102,,2
242 Espanola St NE,Albuquerque,NM,87108,,3
557 Dolores NW,Albuquerque,NM,87105,,4
324 Dolores NW,Albuquerque,NM,87105,,5
12112 Phoenix Ave NE,Albuquerque,NM,87112,,6
12925 Central Ave NE,Albuquerque,NM,87123,,7
2708 Quincy St NE,Albuquerque,NM,87110,,8
701 Avenida Cesar Chavez SE,Albuquerque,NM,87102,,9
1324 3rd St SW,Albuquerque,NM,87105,,10
2225 1st St NW,Albuquerque,NM,87102,,11
5431 Central Ave NW,Albuquerque,NM,87105,,12
815 Towner Ave NW,Albuquerque,NM,87102,,13
540 Vermont St NE,Albuquerque,NM,87108,,14
12104 Menaul Blvd NE,Albuquerque,NM,87112,,15
2405 Quincy NE,Albuquerque,NM,87110,,16
212 Shawnee Ct SE,Albuquerque,NM,87108,,17
500 Arizona SE,Albuquerque,NM,87108,,18
6400 Karlson Dr NE,Albuquerque,NM,87113,,19
536 Mesilla St SE,Albuquerque,NM,87108,,20
640 Bataan Dr SW,Albuquerque,NM,87121,,21
6217 ST Josephs Ct NW,Albuquerque,NM,87120,,22
1308 8th St SW,Albuquerque,NM,87102,,23
2004 Fonner Dr SE,Albuquerque,NM,87123,,24
3911 Silver Ave SE,Albuquerque,NM,87108,,25
109 Espanola St NE,Albuquerque,NM,87108,,26
426 Towner NW,Albuquerque,NM,87102,,27
1200 1st St NW,Albuquerque,NM,87102,,28
1423 2nd ST SW,Albuquerque,NM,87102,,29
2900 3rd St NW,Albuquerque,NM,87107,,30
213 64th St NW,Albuquerque,NM,87105,,31
1404 8th St SW,Albuquerque,NM,87102,,32
1100 18th St NW,Albuquerque,NM,87104,,33
347 62nd St NW,Albuquerque,NM,87105,,34
408 68th St SW,Albuquerque,NM,87121,,35
9336 Alta Monte NE,Albuquerque,NM,87111,,36
1104 Arizona SE,Albuquerque,NM,87108,,37
2223 Arno St SE,Albuquerque,NM,87102,,38
311 Atlantic SW,Albuquerque,NM,87102,,39
8609 Bay Mare SW,Albuquerque,NM,87120,,40
11308 Bellamah Ave NE,Albuquerque,NM,87112,,41
9035 Blue Meadow Tr SW,Albuquerque,NM,87121,,42
2020 Broadway SE,Albuquerque,NM,87102,,43
2123 Buckingham Ct,Albuquerque,NM,87120,,44
10609 Buck Island SW,Albuquerque,NM,87121,,45
10500 Candlelaria Blvd NE,Albuquerque,NM,87112,,46
111 Cardenas Dr NE,Albuquerque,NM,87108,,47
1001 Central Ave NW,Albuquerque,NM,87102,,48
1414 Central Ave SE,Albuquerque,NM,87106,,49
5431 Central Ave NW,Albuquerque,NM,87105,,50
1021 Coal Ave SW,Albuquerque,NM,87102,,51
217 Conchas NE,Albuquerque,NM,87112,,52
108 Cromwell SE,Albuquerque,NM,87102,,53
1228 Del Mastro SW,Albuquerque,NM,87108,,54
10304 Docena Pl NW,Albuquerque,NM,87114,,55
8512 Eagle River Rd NW,Albuquerque,NM,87120,,56
1002 Edith Blvd NE,Albuquerque,NM,87102,,57
2215 Edith Blvd SE,Albuquerque,NM,87122,,58
7805 Ellis Pl NE,Albuquerque,NM,87109,,59
1208 Gretta NE,Albuquerque,NM,87112,,60
10409 Guthrie SW,Albuquerque,NM,87121,,61
10201 Hackamore Pl SW,Albuquerque,NM,87121,,62
4822 Headingly NE,Albuquerque,NM,87110,,63
512 Indiana SE Apt (D) SE,Albuquerque,NM,87108,,64
1750 Indian School Rd NW,Albuquerque,NM,87120,,65
143 Jackson & 145th St NE,Albuquerque,NM,87108,,66
1300 Juan Tabo Apt ( C) NE,Albuquerque,NM,87122,,67
1109 Jenaro SW,Albuquerque,NM,87121,,68
1420 Juan Tabo NE,Albuquerque,NM,87112,,69
9706 Apache  Av NE,Albuquerque,NM,87112,,70
11112 Arvada Av NE,Albuquerque,NM,87112,,71
10101 Baldwin Av NE,Albuquerque,NM,87112,,72
10309 Baldwin Av NE,Albuquerque,NM,87112,,73
10509 Baldwin Av NE,Albuquerque,NM,87112,,74
8013 Bellamah Av NE,Albuquerque,NM,87112,,75
1803 Childers Dr NE,Albuquerque,NM,87112,,76
3120 Candlelight Dr NE,Albuquerque,NM,87112,,77
9702 Claremont  AV NE,Albuquerque,NM,87112,,78
2112 Dorothy St NE,Albuquerque,NM,87112,,79
9400 Euclid Av NE,Albuquerque,NM,87112,,80
1117 Espejo  St NE,Albuquerque,NM,87112,,81
11408 Faye Av NE,Albuquerque,NM,87112,,82
2904 Garcia St NE,Albuquerque,NM,87112,,83
11636 Grand Av NE,Albuquerque,NM,87112,,84
1102 Gretta  St NE,Albuquerque,NM,87112,,85
2108 Glorieta  St NE,Albuquerque,NM,87112,,86
1132 Glorieta St NE,Albuquerque,NM,87112,,87
11705 La Cueva Ln NE,Albuquerque,NM,87123,,88
1849 Lester Dr NE,Albuquerque,NM,87112,,89
110516 Love Av NE,Albuquerque,NM,87112,,90
10124 Matthew Av NE,Albuquerque,NM,87112,,91
620 Maxine St NE,Albuquerque,NM,87112,,92
1724 Maxine St NE,Albuquerque,NM,87112,,93
11001 Morris Ct NE,Albuquerque,NM,87112,,94
10213 Menaul Blvd. NE,Albuquerque,NM,87112,,95
10404 Mountain Rd NE,Albuquerque,NM,87112,,96
8107 Prospect Av NE,Albuquerque,NM,87112,,97
11005 Prospect Av NE,Albuquerque,NM,87112,,98
9127 Princess Jeanne Av NE,Albuquerque,NM,87112,,99
1824 Pitt St NE,Albuquerque,NM,87112,,100
1813 Pitt St NE,Albuquerque,NM,87112,,101
3513 Pitt St NE,Albuquerque,NM,87112,,102
1825 Pitt St NE,Albuquerque,NM,87112,,103
11705 Rosemont Av NE,Albuquerque,NM,87112,,104
11720 Rosemont Av NE,Albuquerque,NM,87112,,105
10408 Ralph Av NE,Albuquerque,NM,87112,,106
1212 Saint St NE,Albuquerque,NM,87112,,107
10604 Snow Heights Blvd NE,Albuquerque,NM,87112,,108
1014 Tomasita St NE,Albuquerque,NM,87112,,109
1221 Tomasita St NE,Albuquerque,NM,87112,,110
10624 Towner Av NE,Albuquerque,NM,87112,,111
1005 Westerfeld Dr NE,Albuquerque,NM,87112,,112
9524 Woodland Av NE,Albuquerque,NM,87112,,113
2522 Wyoming Blvd NE,Albuquerque,NM,87112,,114
9706 Apache  Av NE,Albuquerque,NM,87112,,115
11112 Arvada Av NE,Albuquerque,NM,87112,,116
10101 Baldwin Av NE,Albuquerque,NM,87112,,117
10309 Baldwin Av NE,Albuquerque,NM,87112,,118
10509 Baldwin Av NE,Albuquerque,NM,87112,,119
8013 Bellamah Av NE,Albuquerque,NM,87112,,120
1803 Childers Dr NE,Albuquerque,NM,87112,,121
3120 Candlelight Dr NE,Albuquerque,NM,87112,,122
9702 Claremont  AV NE,Albuquerque,NM,87112,,123
2112 Dorothy St NE,Albuquerque,NM,87112,,124
9400 Euclid Av NE,Albuquerque,NM,87112,,125
1117 Espejo  St NE,Albuquerque,NM,87112,,126
11408 Faye Av NE,Albuquerque,NM,87112,,127
2904 Garcia St NE,Albuquerque,NM,87112,,128
11636 Grand Av NE,Albuquerque,NM,87112,,129
1102 Gretta  St NE,Albuquerque,NM,87112,,130
2108 Glorieta  St NE,Albuquerque,NM,87112,,131
1132 Glorieta St NE,Albuquerque,NM,87112,,132
11705 La Cueva Ln NE,Albuquerque,NM,87123,,133
1849 Lester Dr NE,Albuquerque,NM,87112,,134
110516 Love Av NE,Albuquerque,NM,87112,,135
10124 Matthew Av NE,Albuquerque,NM,87112,,136
620 Maxine St NE,Albuquerque,NM,87112,,137
1724 Maxine St NE,Albuquerque,NM,87112,,138
11001 Morris Ct NE,Albuquerque,NM,87112,,139
10213 Menaul Blvd. NE,Albuquerque,NM,87112,,140
10404 Mountain Rd NE,Albuquerque,NM,87112,,141
8107 Prospect Av NE,Albuquerque,NM,87112,,142
11005 Prospect Av NE,Albuquerque,NM,87112,,143
9127 Princess Jeanne Av NE,Albuquerque,NM,87112,,144
1824 Pitt St NE,Albuquerque,NM,87112,,145
1813 Pitt St NE,Albuquerque,NM,87112,,146
3513 Pitt St NE,Albuquerque,NM,87112,,147
1825 Pitt St NE,Albuquerque,NM,87112,,148
11705 Rosemont Av NE,Albuquerque,NM,87112,,149
11720 Rosemont Av NE,Albuquerque,NM,87112,,150
10408 Ralph Av NE,Albuquerque,NM,87112,,151
1212 Saint St NE,Albuquerque,NM,87112,,152
10604 Snow Heights Blvd NE,Albuquerque,NM,87112,,153
1014 Tomasita St NE,Albuquerque,NM,87112,,154
1221 Tomasita St NE,Albuquerque,NM,87112,,155
10624 Towner Av NE,Albuquerque,NM,87112,,156
1005 Westerfeld Dr NE,Albuquerque,NM,87112,,157
9524 Woodland Av NE,Albuquerque,NM,87112,,158
2522 Wyoming Blvd NE,Albuquerque,NM,87112,,159
2500 Algodones NE,Albuquerque,NM,87112,,160
13304 Camino Del Norte NE,Albuquerque,NM,87123,,161
1516 Cedar Ridge NE,Albuquerque,NM,87112,,162
11808 Claremont NE,Albuquerque,NM,87112,,163
415 Dorado Ct. SE,Albuquerque,NM,87123,,164
2004 Fonner Drive SE,Albuquerque,NM,87123,,165
520 Georgene Drive NE,Albuquerque,NM,87123,,166
12709 Granite Ave NE,Albuquerque,NM,87112,,167
551 Jane St NE,Albuquerque,NM,87123,,168
11105 Kaibab Rd SE,Albuquerque,NM,87123,,169
12800 La Cueva Ln NE,Albuquerque,NM,87123,,170
744 Landman Pl NE,Albuquerque,NM,87123,,171
12934 Marva Pl SE,Albuquerque,NM,87123,,172
12941 Marva Pl SE,Albuquerque,NM,87123,,173
12401 Monarch NE,Albuquerque,NM,87123,,174
13220 Mountain Pl NE,Albuquerque,NM,87112,,175
1909 Paisano St NE,Albuquerque,NM,87112,,176
1117 Pinnacle View Dr NE,Albuquerque,NM,87112,,177
554 Pinon Creek Rd SE,Albuquerque,NM,87123,,178
500 Sandler Dr NE,Albuquerque,NM,87123,,179
551 Sandler Dr NE,Albuquerque,NM,87123,,180
2202 Saturn Pl NE,Albuquerque,NM,87112,,181
1200 Stagecoach Rd NE,Albuquerque,NM,87123,,182
1321 Lester NE,Albuquerque,NM,87112,,183
740 Grace St NE,Albuquerque,NM,87123,,184
1510 John St SE,Albuquerque,NM,87102,,185
10424 Karen Ave. NE,Albuquerque,NM,87111,,186
4506 Overland St. NE,Albuquerque,NM,87109,,187
4612 Norma Dr. NE,Albuquerque,NM,87109,,188
10013 Michelle Loop NE,Albuquerque,NM,87111,,189
5202 Chambers Pl. NE,Albuquerque,NM,87111,,190
4605 Norma Dr. NE,Albuquerque,NM,87109,,191
4113 Ponderosa Ave. NE,Albuquerque,NM,87110,,192
4413 Ponderosa Ave. NE,Albuquerque,NM,87110,,193
6316 Topke Pl. NE,Albuquerque,NM,87109,,194
9817 Mary Ellen St. NE,Albuquerque,NM,87111,,195
8805 Comanche Rd. NE,Albuquerque,NM,87111,,196
9113 Harwood Ave. NE,Albuquerque,NM,87111,,197
4201 Hilton Ave. NE,Albuquerque,NM,87111,,198
4216 Delamar Ave. NE,Albuquerque,NM,87110,,199
9205 Layton Ave. NE,Albuquerque,NM,87111,,200
4008 Wellesley De. NE,Albuquerque,NM,87107,,201
8701 Gutierrez Rd. NE,Albuquerque,NM,87111,,202
6609 Gisele Dr. NE,Albuquerque,NM,87109,,203
6421 Louise Pl. NE,Albuquerque,NM,87109,,204
6443 Louise Pl. NE,Albuquerque,NM,87109,,205
5913 Knollwood Dr. NE,Albuquerque,NM,87109,,206
6816 Ina Dr. NE,Albuquerque,NM,87109,,207
7500 Krista Dr. NE,Albuquerque,NM,87109,,208
6616 San Luis Obispo Ave. NE,Albuquerque,NM,87109,,209
6633 San Luis Obispo Ave. NE,Albuquerque,NM,87109,,210
6636 San Luis Obispo Ave. NE,Albuquerque,NM,87109,,211
6637 San Luis Obispo Ave. NE,Albuquerque,NM,87109,,212
6413 Avenida La Costa NE,Albuquerque,NM,87109,,213
6509 Jade Park Ave. NE,Albuquerque,NM,87109,,214
5712 AZTEC RD NE,Albuquerque,NM,87110,,215
5600 ARVILLA AVE NE,Albuquerque,NM,87110,,216
3821 AZTEC RD NE,Albuquerque,NM,87110,,217
